pkg,depends
python-pytest-expect,python-u-msgpack
python-pytest-forked,python-py
python-pytest-forked,python-pytest
python-pytest-freezer,python
python-pytest-freezer,python-pytest
python-pytest-freezer,python-freezegun
python-pytest-helpers-namespace,python
python-pytest-helpers-namespace,python-setuptools
python-pytest-helpers-namespace,python-pytest
python-pytest-home,python-pytest
python-pytest-httpbin,python-pytest
python-pytest-httpbin,httpbin
python-pytest-httpserver,python
python-pytest-httpserver,python-pytest
python-pytest-httpserver,python-werkzeug
python-pytest-httpx,python-httpx
python-pytest-httpx,python-pytest
python-pytest-ignore-flaky,python-pytest
python-pytest-integration,python-pytest
python-pytest-integration,python-pytest-timeout
python-pytest-integration,python-pytest-cov
python-pytest-isort,python-pytest
python-pytest-isort,python-isort
python-pytest-jupyter,jupyter-nbformat
python-pytest-jupyter,jupyter-server
python-pytest-jupyter,python
python-pytest-jupyter,python-ipykernel
python-pytest-jupyter,python-jupyter-client
python-pytest-jupyter,python-jupyter-core
python-pytest-jupyter,python-pytest
python-pytest-jupyter,python-pyzmq
python-pytest-jupyter,python-tornado
python-pytest-jupyter,python-traitlets
python-pytest-lazy-fixture,python-pytest
python-pytest-lazy-fixtures,python
python-pytest-lazy-fixtures,python-pytest
python-pytest-localserver,python-pytest
python-pytest-localserver,python-werkzeug
python-pytest-lsp,python-packaging
python-pytest-lsp,python-pygls
python-pytest-lsp,python-pytest-asyncio
python-pytest-mock,python-pytest
python-pytest-mpi,python-pytest
python-pytest-mpl,python-pytest
python-pytest-mpl,python-matplotlib
python-pytest-mpl,python-jinja
python-pytest-mpl,python-packaging
python-pytest-mypy,python-attrs
python-pytest-mypy,python-filelock
python-pytest-mypy,python-pytest
python-pytest-mypy,mypy
python-pytest-mypy-testing,mypy
python-pytest-mypy-testing,python
python-pytest-mypy-testing,python-pytest
python-pytest-order,python-pytest
python-pytest-ordering,python-pytest
python-pytest-pacman,python
python-pytest-pacman,python-pytest
python-pytest-pacman,python-setuptools
python-pytest-param-files,python
python-pytest-param-files,python-ruamel-yaml
python-pytest-param-files,python-pytest
python-pytest-playwright,python
python-pytest-playwright,python-pytest
python-pytest-playwright,python-slugify
python-pytest-pretty,python
python-pytest-pretty,python-pytest
python-pytest-pretty,python-rich
python-pytest-qt,python-pytest
python-pytest-raises,python-pytest
python-pytest-randomly,python-pytest
python-pytest-regressions,python-pytest
python-pytest-regressions,python-pytest-datadir
python-pytest-regressions,python-yaml
python-pytest-relaxed,python-pytest
python-pytest-relaxed,python-decorator
python-pytest-repeat,python-pytest
python-pytest-rerunfailures,python
python-pytest-rerunfailures,python-packaging
python-pytest-rerunfailures,python-pytest
python-pytest-responsemock,python
python-pytest-responsemock,python-pytest
python-pytest-responsemock,python-responses
python-pytest-ruff,python
python-pytest-ruff,python-pytest
python-pytest-ruff,python-ruff
python-pytest-services,python
python-pytest-services,python-pytest
python-pytest-services,python-requests
python-pytest-services,python-psutil
python-pytest-services,python-zc.lockfile
python-pytest-shell-utilities,python
python-pytest-shell-utilities,python-attrs
python-pytest-shell-utilities,python-packaging
python-pytest-shell-utilities,python-pytest
python-pytest-shell-utilities,python-pytest-helpers-namespace
python-pytest-shell-utilities,python-pytest-skip-markers
python-pytest-shell-utilities,python-psutil
python-pytest-skip-markers,python
python-pytest-skip-markers,python-attrs
python-pytest-skip-markers,python-distro
python-pytest-skip-markers,python-pytest
python-pytest-snapshot,python-pytest
python-pytest-socket,python
python-pytest-socket,python-pytest
python-pytest-subtesthack,python-pytest
python-pytest-subtests,python-attrs
python-pytest-subtests,python-pytest
python-pytest-sugar,python
python-pytest-sugar,python-pytest
python-pytest-sugar,python-termcolor
python-pytest-sugar,python-packaging
python-pytest-tap,python-pytest
python-pytest-tap,python-tappy
python-pytest-testinfra,python
python-pytest-testinfra,python-pytest
python-pytest-timeout,python-pytest
python-pytest-tornado,python-pytest
python-pytest-tornado,python-tornado
python-pytest-tornado,python-setuptools
python-pytest-tornasync,python-tornado
python-pytest-tornasync,python-pytest
python-pytest-trio,python
python-pytest-trio,python-hypothesis
python-pytest-trio,python-outcome
python-pytest-trio,python-pytest
python-pytest-trio,python-trio
python-pytest-twisted,python-pytest
python-pytest-twisted,python-greenlet
python-pytest-twisted,python-decorator
python-pytest-twisted,python-twisted
python-pytest-vcr,python-pytest
python-pytest-vcr,python-vcrpy
python-pytest-xdist,python-execnet
python-pytest-xdist,python-pytest
python-pytest-xprocess,python
python-pytest-xprocess,python-psutil
python-pytest-xprocess,python-pytest
python-pythia8,gcc-libs
python-pythia8,glibc
python-pythia8,pythia8
python-python-multipart,python
python-python-pkcs11,python
python-python-pkcs11,python-asn1crypto
python-python-socks,python
python-pythran,boost
python-pythran,python
python-pythran,python-beniget
python-pythran,python-gast
python-pythran,python-numpy
python-pythran,python-ply
python-pythran,python-setuptools
python-pythran,xsimd
python-pytimeparse,python
python-pytoolconfig,python
python-pytoolconfig,python-packaging
python-pytools,python-numpy
python-pytools,python-platformdirs
python-pytools,python-typing_extensions
python-pytorch,google-glog
python-pytorch,gflags
python-pytorch,opencv
python-pytorch,openmp
python-pytorch,openmpi
python-pytorch,pybind11
python-pytorch,python
python-pytorch,python-yaml
python-pytorch,libuv
python-pytorch,python-numpy
python-pytorch,python-sympy
python-pytorch,protobuf
python-pytorch,ffmpeg
python-pytorch,python-future
python-pytorch,qt6-base
python-pytorch,eigen
python-pytorch,intel-oneapi-mkl
python-pytorch,python-typing_extensions
python-pytorch,numactl
python-pytorch,python-jinja
python-pytorch,python-networkx
python-pytorch,python-filelock
python-pytorch-cuda,google-glog
python-pytorch-cuda,gflags
python-pytorch-cuda,opencv
python-pytorch-cuda,openmp
python-pytorch-cuda,openmpi
python-pytorch-cuda,pybind11
python-pytorch-cuda,python
python-pytorch-cuda,python-yaml
python-pytorch-cuda,libuv
python-pytorch-cuda,python-numpy
python-pytorch-cuda,python-sympy
python-pytorch-cuda,protobuf
python-pytorch-cuda,ffmpeg
python-pytorch-cuda,python-future
python-pytorch-cuda,qt6-base
python-pytorch-cuda,eigen
python-pytorch-cuda,intel-oneapi-mkl
python-pytorch-cuda,python-typing_extensions
python-pytorch-cuda,numactl
python-pytorch-cuda,python-jinja
python-pytorch-cuda,python-networkx
python-pytorch-cuda,python-filelock
python-pytorch-cuda,cuda
python-pytorch-cuda,nccl
python-pytorch-cuda,cudnn
python-pytorch-cuda,magma-cuda
python-pytorch-cuda,onednn
python-pytorch-opt,google-glog
python-pytorch-opt,gflags
python-pytorch-opt,opencv
python-pytorch-opt,openmp
python-pytorch-opt,openmpi
python-pytorch-opt,pybind11
python-pytorch-opt,python
python-pytorch-opt,python-yaml
python-pytorch-opt,libuv
python-pytorch-opt,python-numpy
python-pytorch-opt,python-sympy
python-pytorch-opt,protobuf
python-pytorch-opt,ffmpeg
python-pytorch-opt,python-future
python-pytorch-opt,qt6-base
python-pytorch-opt,eigen
python-pytorch-opt,intel-oneapi-mkl
python-pytorch-opt,python-typing_extensions
python-pytorch-opt,numactl
python-pytorch-opt,python-jinja
python-pytorch-opt,python-networkx
python-pytorch-opt,python-filelock
python-pytorch-opt-cuda,google-glog
python-pytorch-opt-cuda,gflags
python-pytorch-opt-cuda,opencv
python-pytorch-opt-cuda,openmp
python-pytorch-opt-cuda,openmpi
python-pytorch-opt-cuda,pybind11
python-pytorch-opt-cuda,python
python-pytorch-opt-cuda,python-yaml
python-pytorch-opt-cuda,libuv
python-pytorch-opt-cuda,python-numpy
python-pytorch-opt-cuda,python-sympy
python-pytorch-opt-cuda,protobuf
python-pytorch-opt-cuda,ffmpeg
python-pytorch-opt-cuda,python-future
python-pytorch-opt-cuda,qt6-base
python-pytorch-opt-cuda,eigen
python-pytorch-opt-cuda,intel-oneapi-mkl
python-pytorch-opt-cuda,python-typing_extensions
python-pytorch-opt-cuda,numactl
python-pytorch-opt-cuda,python-jinja
python-pytorch-opt-cuda,python-networkx
python-pytorch-opt-cuda,python-filelock
python-pytorch-opt-cuda,cuda
python-pytorch-opt-cuda,nccl
python-pytorch-opt-cuda,cudnn
python-pytorch-opt-cuda,magma-cuda
python-pytorch-opt-cuda,onednn
python-pytorch-opt-rocm,google-glog
python-pytorch-opt-rocm,gflags
python-pytorch-opt-rocm,opencv
python-pytorch-opt-rocm,openmp
python-pytorch-opt-rocm,openmpi
python-pytorch-opt-rocm,pybind11
python-pytorch-opt-rocm,python
python-pytorch-opt-rocm,python-yaml
python-pytorch-opt-rocm,libuv
python-pytorch-opt-rocm,python-numpy
python-pytorch-opt-rocm,python-sympy
python-pytorch-opt-rocm,protobuf
python-pytorch-opt-rocm,ffmpeg
python-pytorch-opt-rocm,python-future
python-pytorch-opt-rocm,qt6-base
python-pytorch-opt-rocm,eigen
python-pytorch-opt-rocm,intel-oneapi-mkl
python-pytorch-opt-rocm,python-typing_extensions
python-pytorch-opt-rocm,numactl
python-pytorch-opt-rocm,python-jinja
python-pytorch-opt-rocm,python-networkx
python-pytorch-opt-rocm,python-filelock
python-pytorch-opt-rocm,rocm-hip-sdk
python-pytorch-opt-rocm,hipblaslt
python-pytorch-opt-rocm,roctracer
python-pytorch-opt-rocm,miopen-hip
python-pytorch-opt-rocm,magma-hip
python-pytorch-opt-rocm,onednn
python-pytorch-rocm,google-glog
python-pytorch-rocm,gflags
python-pytorch-rocm,opencv
python-pytorch-rocm,openmp
python-pytorch-rocm,openmpi
python-pytorch-rocm,pybind11
python-pytorch-rocm,python
python-pytorch-rocm,python-yaml
python-pytorch-rocm,libuv
python-pytorch-rocm,python-numpy
python-pytorch-rocm,python-sympy
python-pytorch-rocm,protobuf
python-pytorch-rocm,ffmpeg
python-pytorch-rocm,python-future
python-pytorch-rocm,qt6-base
python-pytorch-rocm,eigen
python-pytorch-rocm,intel-oneapi-mkl
python-pytorch-rocm,python-typing_extensions
python-pytorch-rocm,numactl
python-pytorch-rocm,python-jinja
python-pytorch-rocm,python-networkx
python-pytorch-rocm,python-filelock
python-pytorch-rocm,rocm-hip-sdk
python-pytorch-rocm,hipblaslt
python-pytorch-rocm,roctracer
python-pytorch-rocm,miopen-hip
python-pytorch-rocm,magma-hip
python-pytorch-rocm,onednn
python-pytrie,python
python-pytrie,python-sortedcontainers
python-pytube,python
python-pytz,python
python-pytzdata,python
python-pytzdata,python-cleo
python-pyu2f,python-six
python-pyuca,python
python-pyudev,systemd
python-pyusb,python
python-pyusb,libusb
python-pyvex,python
python-pyvex,python-archinfo
python-pyvex,python-bitstring
python-pyvex,python-cffi
python-pyvex,python-setuptools
python-pyvirtualdisplay,python
python-pywal,python
python-pywal,imagemagick
python-pywayland,glibc
python-pywayland,python
python-pywayland,python-cffi
python-pywayland,wayland
python-pywebview,python
python-pywebview,glib2
python-pywebview,python-bottle
python-pywebview,python-cryptography
python-pywebview,python-proxy_tools
python-pywebview,python-typing_extensions
python-pywinrm,python-six
python-pywinrm,python-requests
python-pywinrm,python-xmltodict
python-pywinrm,python-requests-ntlm
python-pywlroots,glibc
python-pywlroots,python
python-pywlroots,python-cffi
python-pywlroots,python-pywayland
python-pywlroots,python-xkbcommon
python-pywlroots,wlroots0.17
python-pywlroots,libwlroots.so
python-pyx,python
python-pyx,texlive-latex
python-pyxattr,python
python-pyxbe,python
python-pyxdameraulevenshtein,python
python-pyxdg,python
python-pyyaml-env-tag,python
python-pyyaml-env-tag,python-yaml
python-pyzmq,zeromq
python-pyzmq,python
python-pyzstd,python
python-pyzstd,zstd
python-qasync,python
python-qdarkstyle,python-helpdev
python-qdarkstyle,python-qtpy
python-qdldl,gcc-libs
python-qdldl,glibc
python-qdldl,python
python-qdldl,python-scipy
python-qiniu,python-requests
python-qpageview,python
python-qpageview,python-pyqt5
python-qpageview,python-poppler-qt5
python-qpageview,qt5-svg
python-qrcode,python
python-qrcode,python-setuptools
python-qrcode,python-typing_extensions
python-qrcode,python-pypng
python-qrencode,python
python-qrencode,python-pillow
python-qrencode,qrencode
python-qrencode,glibc
python-qscintilla-qt5,qscintilla-qt5
python-qscintilla-qt5,python-pyqt5
python-qscintilla-qt6,qscintilla-qt6
python-qscintilla-qt6,python-pyqt6
python-qstylizer,python-inflection
python-qstylizer,python-tinycss2
python-qt-material,python-jinja
python-qt.py,python
python-qt.py,qt5-python-bindings
python-qtawesome,python-qtpy
python-qtconsole,python-ipykernel
python-qtconsole,python-jupyter-core
python-qtconsole,python-jupyter-client
python-qtconsole,python-traitlets
python-qtconsole,python-pygments
python-qtconsole,python-pyqt6
python-qtconsole,python-pyzmq
python-qtconsole,python-qtpy
python-qtconsole,qt6-svg
python-qtpy,python-packaging
python-quart,hypercorn
python-quart,python
python-quart,python-aiofiles
python-quart,python-blinker
python-quart,python-click
python-quart,python-importlib-metadata
python-quart,python-itsdangerous
python-quart,python-jinja
python-quart,python-markupsafe
python-quart,python-werkzeug
python-quart-cors,python
python-quart-cors,python-quart
python-queuelib,python
python-r2pipe,python
python-r2pipe,radare2
python-railroad-diagrams,python
python-random2,python
python-rangehttpserver,python
python-rapidfuzz,glibc
python-rapidfuzz,gcc-libs
python-rapidfuzz,python
python-rapidjson,python
python-rarfile,python
python-ratelim,python-decorator
python-rawkit,libraw
python-rawkit,python
python-rcssmin,glibc
python-rcssmin,python
python-rdflib,python-isodate
python-rdflib,python-pyparsing
python-rdflib,python-setuptools
python-re-assert,python
python-re-assert,python-regex
python-reactivex,python
python-reactivex,python-typing_extensions
python-readability-lxml,python
python-readability-lxml,python-chardet
python-readability-lxml,python-cssselect
python-readability-lxml,python-lxml
python-readability-lxml,python-lxml-html-clean
python-readme-renderer,python-docutils
python-readme-renderer,python-pygments
python-readme-renderer,python-nh3
python-rebulk,python
python-recurring-ical-events,python
python-recurring-ical-events,python-dateutil
python-recurring-ical-events,python-icalendar
python-recurring-ical-events,python-x-wr-timezone
python-redis,python
python-redis,python-async-timeout
python-reedsolo,python
python-reedsolo,python-setuptools
python-referencing,python
python-referencing,python-attrs
python-referencing,python-rpds-py
python-reflink,glibc
python-reflink,python
python-reflink,python-cffi
python-regex,python
python-regress,gcc-libs
python-regress,glibc
python-regress,python
python-remoto,python
python-remoto,python-execnet
python-rencode,python
python-reportlab,python
python-reportlab,freetype2
python-reportlab,python-pillow
python-repoze.lru,python
python-requests,ca-certificates
python-requests,python-charset-normalizer
python-requests,python-idna
python-requests,python-urllib3
python-requests-aws4auth,python
python-requests-aws4auth,python-requests
python-requests-aws4auth,python-six
python-requests-credssp,python
python-requests-credssp,python-pyopenssl
python-requests-credssp,python-requests
python-requests-credssp,python-ntlm-auth
python-requests-credssp,python-pyspnego
python-requests-file,python-six
python-requests-file,python-requests
python-requests-futures,python-requests
python-requests-gssapi,python-gssapi
python-requests-gssapi,python-requests
python-requests-kerberos,python-requests
python-requests-kerberos,python-pyspnego
python-requests-kerberos,python-cryptography
python-requests-mock,python-requests
python-requests-mock,python-six
python-requests-ntlm,python
python-requests-ntlm,python-requests
python-requests-ntlm,python-ntlm-auth
python-requests-ntlm,python-pyspnego
python-requests-oauthlib,python-requests
python-requests-oauthlib,python-oauthlib
python-requests-toolbelt,python-requests
python-requests-unixsocket,python
python-requests-unixsocket,python-requests
python-requests-unixsocket,python-urllib3
python-requests-wsgi-adapter,python-requests
python-requestsexceptions,python-requests
python-resampy,python
python-resampy,python-numba
python-resampy,python-numpy
python-resolvelib,python
python-responses,python-requests
python-responses,python-urllib3
python-responses,python-yaml
python-respx,python
python-respx,python-httpcore
python-respx,python-httpx
python-respx,python-pytest
python-respx,python-typing_extensions
python-resumable-urlretrieve,python
python-resumable-urlretrieve,python-requests
python-retrying,python-six
python-rfc3339-validator,python-six
python-rfc3986,python
python-rfc3986-validator,python
python-rfc3987,python
python-rfc6555,python
python-rich,python-colorama
python-rich,python-markdown-it-py
python-rich,python-pygments
python-rjsmin,glibc
python-rjsmin,python
python-robot-detection,python
python-robot-detection,python-six
python-rope,python-pytoolconfig
python-routes,python-repoze.lru
python-routes,python-six
python-rpds-py,glibc
python-rpds-py,gcc-libs
python-rpds-py,python
python-rpy2,python
python-rpy2,python-cffi
python-rpy2,python-jinja
python-rpy2,python-numpy
python-rpy2,python-pytz
python-rpy2,python-tzlocal
python-rpy2,r
python-rpyc,python
python-rpyc,python-plumbum
python-rsa,python-pyasn1
python-rstcheck-core,python-docutils
python-rstcheck-core,python-pydantic
python-rstr,python
python-rtmidi,gcc-libs
python-rtmidi,glibc
python-rtmidi,python
python-rtmidi,libasound.so
python-rtmidi,libjack.so
python-rtree,python
python-rtree,spatialindex
python-ruamel-yaml,python-ruamel.yaml.clib
python-ruamel.yaml.clib,python
python-ruff,python
python-ruff,ruff
python-rx,python
python-rzpipe,python
python-rzpipe,rizin
python-s3transfer,python
python-s3transfer,python-botocore
python-saml,python
python-saml,python-isodate
python-saml,python-lxml
python-saml,python-xmlsec
python-sane,sane
python-sane,python
python-sanic,python-sanic-routing
python-sanic,python-httptools
python-sanic,python-uvloop
python-sanic,python-ujson
python-sanic,python-aiofiles
python-sanic,python-websockets
python-sanic,python-multidict
python-sanic,python-tracerite
python-sanic,python-html5tagger
python-sanic-routing,python
python-sanic-testing,python
python-sanic-testing,python-httpx
python-sarif-om,python-attrs
python-sarif-om,python-pbr
python-scapy,tcpdump
python-scapy,python
python-schema,python
python-schemdraw,python
python-scikit-build,cmake
python-scikit-build,python-distro
python-scikit-build,python-packaging
python-scikit-build,python-setuptools
python-scikit-build,python-wheel
python-scikit-build-core,cmake
python-scikit-build-core,ninja
python-scikit-build-core,python
python-scikit-build-core,python-packaging
python-scikit-build-core,python-pathspec
python-scikit-hep-testdata,python-pyaml
python-scikit-hep-testdata,python-requests
python-scikit-hep-testdata,python-importlib_resources
python-scikit-learn,python-joblib
python-scikit-learn,python-numpy
python-scikit-learn,python-scipy
python-scikit-learn,python-threadpoolctl
python-scipy,blas
python-scipy,gcc-libs
python-scipy,glibc
python-scipy,lapack
python-scipy,python
python-scipy,python-numpy
python-scipy,python-platformdirs
python-scipy,python-pooch
python-scripttest,python
python-scrypt,python
python-scrypt,glibc
python-scrypt,openssl
python-scs,blas
python-scs,glibc
python-scs,lapack
python-scs,python
python-scs,python-scipy
python-seaborn,python-pandas
python-seaborn,python-matplotlib
python-secretstorage,python-cryptography
python-secretstorage,python-jeepney
python-securesystemslib,python
python-securesystemslib,python-asn1crypto
python-securesystemslib,python-colorama
python-securesystemslib,python-cryptography
python-securesystemslib,python-dateutil
python-securesystemslib,python-pykcs11
python-securesystemslib,python-pynacl
python-securesystemslib,python-six
python-seedir,python-natsort
python-selinux,python
python-selinux,python-distro
python-semantic-version,python
python-semver,python
python-send2trash,python
python-sentinels,python
python-sentry_sdk,python-urllib3
python-sentry_sdk,python-certifi
python-serpent,python
python-service-identity,python-attrs
python-service-identity,python-pyasn1-modules
python-service-identity,python-pyasn1
python-service-identity,python-cryptography
python-setproctitle,python
python-setuptools,python-jaraco.collections
python-setuptools,python-jaraco.functools
python-setuptools,python-jaraco.text
python-setuptools,python-more-itertools
python-setuptools,python-packaging
python-setuptools,python-platformdirs
python-setuptools,python-wheel
python-setuptools-declarative-requirements,python
python-setuptools-declarative-requirements,python-setuptools
python-setuptools-gettext,python
python-setuptools-gettext,python-setuptools
python-setuptools-git,python-setuptools
python-setuptools-git,git
python-setuptools-rust,rust
python-setuptools-rust,python-setuptools
python-setuptools-rust,python-semantic-version
python-setuptools-scm,python-packaging
python-setuptools-scm,python-setuptools
python-sgmllib3k,python
python-sh,python
python-shapely,geos
python-shapely,python
python-shellingham,python
python-shippinglabel,python
python-shippinglabel,python-apeye
python-shippinglabel,python-dist-meta
python-shippinglabel,python-dom-toml
python-shippinglabel,python-domdf-python-tools
python-shippinglabel,python-packaging
python-shippinglabel,python-platformdirs
python-shippinglabel,python-typing_extensions
python-shodan,python
python-shodan,python-click
python-shodan,python-click-plugins
python-shodan,python-colorama
python-shodan,python-xlsxwriter
python-shodan,python-requests
python-shodan,python-setuptools
python-shodan,python-tldextract
python-should-dsl,python
python-show-in-file-manager,python-pyxdg
python-show-in-file-manager,python-packaging
python-shtab,python
python-signedjson,python
python-signedjson,python-canonicaljson
python-signedjson,python-unpaddedbase64
python-signedjson,python-pynacl
python-simple-term-menu,python
python-simplejson,glibc
python-simplejson,python
python-simplemediawiki,python
python-simplesat,python
python-simplesat,python-attrs
python-simplesat,python-okonomiyaki
python-simplesat,python-six
python-simplesoapy,python
python-simplesoapy,python-numpy
python-simplesoapy,soapysdr
python-simplespectral,python
python-simplespectral,python-numpy
python-six,python
python-slip,polkit
python-slip,python-dbus
python-slip,python-decorator
python-slip,python-gobject
python-slip,python-six
python-slugify,python-text-unidecode
python-smartypants,python
python-smbprotocol,python-cryptography
python-smbprotocol,python-pyspnego
python-smmap,python
python-snappy,python
python-snappy,python-cramjam
python-sniffio,python
python-snowballstemmer,python
python-snowboy,python-pyaudio
python-snowboy,cblas
python-socketio,python
python-socketio,python-six
python-socketio,python-engineio
python-socketio,python-bidict
python-socketio,python-msgpack
python-socksio,python
python-softlayer,python-six
python-softlayer,python-prettytable
python-softlayer,python-click
python-softlayer,python-requests
python-softlayer,python-prompt_toolkit
python-softlayer,python-pygments
python-softlayer,python-urllib3
python-softlayer,python-rich
python-solidpython,python-euclid3
python-solidpython,python-prettytable
python-solidpython,python-ply
python-solidpython,python-pypng
python-solidpython,python-setuptools
python-sortedcollections,python
python-sortedcollections,python-sortedcontainers
python-sortedcontainers,python
python-sounddevice,portaudio
python-sounddevice,python-cffi
python-soundfile,libsndfile
python-soundfile,python
python-soundfile,python-cffi
python-soundfile,python-numpy
python-soupsieve,python
python-soupsieve,python-beautifulsoup4
python-soxr,gcc-libs
python-soxr,glibc
python-soxr,libsoxr
python-soxr,python
python-soxr,python-numpy
python-spake2,python
python-spake2,python-hkdf
python-speaklater,python
python-speg,python
python-sphinx,python-babel
python-sphinx,python-docutils
python-sphinx,python-imagesize
python-sphinx,python-jinja
python-sphinx,python-packaging
python-sphinx,python-pygments
python-sphinx,python-requests
python-sphinx,python-snowballstemmer
python-sphinx,python-sphinx-alabaster-theme
python-sphinx,python-sphinxcontrib-applehelp
python-sphinx,python-sphinxcontrib-devhelp
python-sphinx,python-sphinxcontrib-htmlhelp
python-sphinx,python-sphinxcontrib-jsmath
python-sphinx,python-sphinxcontrib-qthelp
python-sphinx,python-sphinxcontrib-serializinghtml
python-sphinx-alabaster-theme,python
python-sphinx-argparse,python
python-sphinx-argparse,python-docutils
python-sphinx-argparse,python-sphinx
python-sphinx-argparse-cli,python
python-sphinx-argparse-cli,python-sphinx
python-sphinx-argparse-cli,python-docutils-stubs
python-sphinx-autoapi,python-astroid
python-sphinx-autoapi,python-jinja
python-sphinx-autoapi,python-sphinx
python-sphinx-autoapi,python-yaml
python-sphinx-autobuild,python
python-sphinx-autobuild,python-sphinx
python-sphinx-autobuild,python-colorama
python-sphinx-autobuild,python-watchfiles
python-sphinx-autobuild,uvicorn
python-sphinx-autobuild,python-starlette
python-sphinx-autodoc-typehints,python
python-sphinx-autodoc-typehints,python-sphinx
python-sphinx-autorun,python
python-sphinx-basic-ng,python-sphinx
python-sphinx-bootstrap-theme,python
python-sphinx-click,python
python-sphinx-click,python-click
python-sphinx-click,python-docutils
python-sphinx-click,python-sphinx
python-sphinx-copybutton,python-sphinx
python-sphinx-external-toc,python-click
python-sphinx-external-toc,python-yaml
python-sphinx-external-toc,python-sphinx
python-sphinx-furo,python-beautifulsoup4
python-sphinx-furo,python-pygments
python-sphinx-furo,python-sphinx-basic-ng
python-sphinx-hawkmoth,clang
python-sphinx-hawkmoth,python
python-sphinx-hawkmoth,python-docutils
python-sphinx-hawkmoth,python-sphinx
python-sphinx-inline-tabs,python-sphinx
python-sphinx-issues,python
python-sphinx-issues,python-sphinx
python-sphinx-jinja,python
python-sphinx-jinja,python-docutils
python-sphinx-jinja,python-jinja
python-sphinx-jinja,python-sphinx
python-sphinx-lv2-theme,python
python-sphinx-lv2-theme,python-sphinx
python-sphinx-prompt,python
python-sphinx-prompt,python-sphinx
python-sphinx-prompt,python-pygments
python-sphinx-prompt,python-docutils
python-sphinx-pytest,python-sphinx
python-sphinx-pytest,python-pytest
python-sphinx-reredirects,python
python-sphinx-reredirects,python-sphinx
python-sphinx-sitemap,python
python-sphinx-sitemap,python-sphinx
python-sphinx-tabs,python
python-sphinx-tabs,python-sphinx
python-sphinx-tabs,python-docutils
python-sphinx-tabs,python-pygments
python-sphinx-theme-builder,python
python-sphinx-theme-builder,python-nodeenv
python-sphinx-theme-builder,python-packaging
python-sphinx-theme-builder,python-pyproject-metadata
python-sphinx-theme-builder,python-rich
python-sphinx-theme-builder,python-setuptools
python-sphinx_rtd_theme,python
python-sphinx_rtd_theme,python-sphinx
python-sphinx_rtd_theme,python-sphinxcontrib-jquery
python-sphinxcontrib-apidoc,python-sphinx
python-sphinxcontrib-apidoc,python-pbr
python-sphinxcontrib-applehelp,python
python-sphinxcontrib-autoprogram,python-sphinx
python-sphinxcontrib-bibtex,python-sphinx
python-sphinxcontrib-bibtex,python-pybtex
python-sphinxcontrib-bibtex,python-pybtex-docutils
python-sphinxcontrib-bibtex,python-docutils
python-sphinxcontrib-devhelp,python
python-sphinxcontrib-fulltoc,python
python-sphinxcontrib-fulltoc,python-sphinx
python-sphinxcontrib-htmlhelp,python
python-sphinxcontrib-jquery,python
python-sphinxcontrib-jquery,python-sphinx
python-sphinxcontrib-log-cabinet,python
python-sphinxcontrib-log-cabinet,python-sphinx
python-sphinxcontrib-log-cabinet,python-setuptools
python-sphinxcontrib-newsfeed,python-sphinx
python-sphinxcontrib-programoutput,python
python-sphinxcontrib-programoutput,python-docutils
python-sphinxcontrib-programoutput,python-sphinx
python-sphinxcontrib-qthelp,python
python-sphinxcontrib-serializinghtml,python
python-sphinxcontrib-spelling,python-sphinx
python-sphinxcontrib-spelling,python-pyenchant
python-sphinxcontrib-towncrier,python-sphinx
python-sphinxcontrib-towncrier,towncrier
python-sphinxcontrib-trio,python
python-sphinxcontrib-trio,python-sphinx
python-sphinxext-opengraph,python-sphinx
python-sphinxext-opengraph,python-matplotlib
python-sphinxygen,python
python-sphobjinv,python
python-sphobjinv,python-attrs
python-sphobjinv,python-certifi
python-sphobjinv,python-jsonschema
python-spinners,python
python-spur,python
python-spur,python-paramiko
python-spyder-kernels,cython
python-spyder-kernels,ipython
python-spyder-kernels,python-cloudpickle
python-spyder-kernels,python-ipykernel
python-spyder-kernels,python-jupyter_client
python-spyder-kernels,python-matplotlib
python-spyder-kernels,python-pandas
python-spyder-kernels,python-pyzmq
python-spyder-kernels,python-wurlitzer
python-sqlalchemy,glibc
python-sqlalchemy,python
python-sqlalchemy,python-greenlet
python-sqlalchemy,python-typing_extensions
python-sqlalchemy-continuum,python
python-sqlalchemy-continuum,python-sqlalchemy
python-sqlalchemy-continuum,python-sqlalchemy-utils
python-sqlalchemy-i18n,python
python-sqlalchemy-i18n,python-sqlalchemy
python-sqlalchemy-i18n,python-sqlalchemy-utils
python-sqlalchemy-i18n,python-six
python-sqlalchemy-utils,python
python-sqlalchemy-utils,python-sqlalchemy
python-sqlalchemy-utils,python-anyjson
python-sqlalchemy-utils,python-babel
python-sqlalchemy-utils,python-arrow
python-sqlalchemy-utils,python-intervals
python-sqlalchemy-utils,python-phonenumbers
python-sqlalchemy-utils,python-passlib
python-sqlalchemy-utils,python-colour
python-sqlalchemy-utils,python-dateutil
python-sqlalchemy-utils,python-furl
python-sqlalchemy-utils,python-cryptography
python-sqlalchemy-utils,python-pendulum
python-sqlalchemy1.4,glibc
python-sqlalchemy1.4,python
python-sqlalchemy1.4,python-greenlet
python-sqlite-anyio,python
python-sqlite-anyio,python-anyio
python-sqlitedict,python
python-sqlmodel,python
python-sqlmodel,python-pydantic
python-sqlmodel,python-sqlalchemy
