pkg,licenses
aria2,GPL
arianna,GPL-2.0-or-later
arianna,LGPL-2.0-or-later
aribb24,LGPL3
aribb25,custom:ISC
ario,GPL
arj,GPL
ark,GPL-2.0-or-later
arm-none-eabi-binutils,GPL
arm-none-eabi-gcc,GPL
arm-none-eabi-gcc,LGPL
arm-none-eabi-gcc,FDL
arm-none-eabi-gdb,GPL3
arm-none-eabi-newlib,BSD
armagetronad,GPL
arp-scan,GPL
arpack,BSD
arpwatch,BSD
arrayfire,BSD
arrow,Apache-2.0
arti,MIT
arti,Apache-2.0
artikulate,GPL-2.0-or-later
artikulate,LGPL-2.0-or-later
artyfx,GPL2
asar,MIT
ascii,BSD-2-Clause
asciidoc,GPL-2.0-or-later
asciidoctor,MIT
asciidoctor-pdf,MIT
asciinema,GPL3
asciiquarium,GPL2
asio,custom:boost
aspell,LGPL-2.0-or-later AND LGPL-2.1-only AND GPL-2.0-or-later AND BSD-2-Clause
aspell-ca,GPL2
aspell-cs,GPL
aspell-da,GPL2
aspell-de,GPL2
aspell-el,GPL
aspell-en,custom
aspell-es,GPL
aspell-fr,GPL
aspell-hu,GPL
aspell-it,GPL
aspell-nb,GPL
aspell-nl,custom
aspell-nn,GPL
aspell-pl,GPL
aspell-pl,LGPL
aspell-pl,MPL
aspell-pl,CC SA
aspell-pl,Apache
aspell-pt,GPL2
aspell-ru,custom
aspell-sv,LGPL
aspell-uk,GPL
aspell-uk,LGPL
aspell-uk,MPL
asplib,GPL
aspnet-runtime,MIT
aspnet-runtime-6.0,MIT
aspnet-runtime-7.0,MIT
aspnet-targeting-pack,MIT
aspnet-targeting-pack-6.0,MIT
aspnet-targeting-pack-7.0,MIT
assimp,BSD
astroid,GPL3
astromenace,GPL-3.0-only
astyle,LGPL-3.0-only
asunder,GPL2
asymptote,GPL-3.0-only
at,GPL
at-spi2-core,LGPL-2.1-or-later
at-spi2-core-docs,LGPL-2.1-or-later
at51,MIT
atac,MIT
atftp,GPL
atkmm,LGPL-2.1-or-later
atkmm-2.36,LGPL-2.1-or-later
atkmm-2.36-docs,LGPL-2.1-or-later
atkmm-docs,LGPL-2.1-or-later
atomicparsley,GPL-2.0-or-later
atomix,GPL-2.0-or-later
atool,GPL3
atools,MIT
atop,GPL
atril,GPL-2.0-or-later
attica,LGPL-2.0-only
attica,LGPL-3.0-only
attica5,LGPL
atuin,MIT
aubio,GPL-3.0-or-later
audacious,BSD
audacious-plugins,BSD
audacious-plugins,GPL
audacity,GPL3
audacity,BSD
audacity-docs,GPL3
audacity-docs,CCPL
audaspace,Apache
audex,GPL-2.0-or-later
audio-convert,GPL
audio-sharing,GPL-3.0-or-later
audiocd-kio,GPL-2.0-or-later
audiocd-kio,LGPL-2.0-or-later
audiofile,GPL2
audiofile,LGPL2.1
audiotube,GPL-2.0-or-later
audiotube,LGPL-2.0-or-later
augeas,LGPL-2.1-or-later
augustus,AGPL-3.0-only
aurpublish,GPL-2.0-only
auth-tarball-from-git,GPL3
authenticator,GPL-3.0-or-later
authoscope,GPL3
auto-multiple-choice,GPL2
autoconf-archive,GPL-3.0-or-later WITH Autoconf-exception-3.0
autoconf2.13,GPL2
autogen,GPL3
autopep8,MIT
autorandr,GPL-3.0-or-later
autossh,custom
autotiling,GPL-3.0-or-later
autotiling-rs,MIT
av1an,GPL3
avahi,LGPL
avfs,GPL
avfs,LGPL
avidemux-cli,GPL2
avidemux-qt,GPL2
avisynthplus,GPL
avldrums.lv2,GPL-2.0-or-later
avogadro-crystals,BSD-3-Clause
avogadro-fragments,BSD-3-Clause
avogadro-molecules,BSD-3-Clause
avogadrolibs,custom
avogadrolibs-qt5,custom
avr-binutils,GPL
avr-gcc,GPL
avr-gcc,LGPL
avr-gcc,FDL
avr-gcc,custom
avr-gdb,GPL3
avr-libc,BSD
avrdude,GPL-2.0-or-later
awesome,GPL-2.0-or-later
awesome-terminal-fonts,MIT
aws-c-auth,Apache-2.0
aws-c-cal,Apache-2.0
aws-c-common,Apache-2.0
aws-c-compression,Apache-2.0
aws-c-event-stream,Apache-2.0
aws-c-http,Apache-2.0
aws-c-io,Apache-2.0
aws-c-mqtt,Apache-2.0
aws-c-s3,Apache-2.0
aws-c-sdkutils,Apache-2.0
aws-checksums,Apache-2.0
aws-cli,Apache
aws-crt-cpp,Apache-2.0
aws-sdk-cpp,Apache-2.0
aws-vault,MIT
awstats,GPL
awxkit,Apache
axel,GPL
ayatana-ido,LGPL-2.1-or-later
ayatana-ido,LGPL-3.0-or-later
azcopy,MIT
azote,GPL-3.0-or-later
azure-cli,MIT
azure-kubelogin,MIT
b3sum,CC0-1.0 OR Apache-2.0 OR Apache-2.0 WITH LLVM-exception
b4,GPL-2.0-or-later
babel-cli,MIT
babel-core,MIT
babeld,MIT
babl,LGPL-3.0-or-later
backuppc,GPL2
bacon,AGPL-3.0-only
badvpn,GPL
baidupcs-go,Apache-2.0
baka-mplayer,GPL
baloo,LGPL-2.0-only
baloo,LGPL-3.0-only
baloo-widgets,LGPL-2.0-or-later
balsa,GPL-2.0-or-later
bam,ZLIB
bamf,GPL
bandit,Apache
bandwhich,MIT
banner,GPL
baobab,GPL-2.0-or-later
barcode,GPL
baresip,BSD-3-Clause
barrage,GPL
barrier,LicenseRef-GPL-2.0-only-WITH-OpenSSL-Exception
barrier-headless,LicenseRef-GPL-2.0-only-WITH-OpenSSL-Exception
bash-completion,GPL-2.0-only
bash-language-server,MIT
bash-preexec,MIT
bashbrew,Apache
bashburn,GPL2
bashrun,GPL
bashtop,Apache
bass,custom
bat,Apache-2.0 OR MIT
bat-extras,MIT
batctl,GPL
bats,MIT
bats-assert,custom:CC0
bats-file,custom:CC0
bats-support,custom:CC0
batsignal,ISC
bazel,Apache-2.0
bbpager,GPL
bbswitch,GPL
bbswitch-dkms,GPL
bc,GPL-3.0-only
bcachefs-tools,GPL-2.0-only
bcc,Apache-2.0
bcc-tools,Apache-2.0
bcg729,GPL2
bchoppr,GPL3
bchunk,GPL
bcprov,MIT
beanshell,Apache-2.0
bear,GPL-3.0-or-later
bearssl,MIT
beebeep,GPL3
beep,GPL2
bees,GPL3
beets,MIT
bemenu,GPL-3.0-or-later
bemenu,LGPL-3.0-or-later
bemenu-ncurses,GPL-3.0-or-later
bemenu-ncurses,LGPL-3.0-or-later
bemenu-wayland,GPL-3.0-or-later
bemenu-wayland,LGPL-3.0-or-later
bemenu-x11,GPL-3.0-or-later
bemenu-x11,LGPL-3.0-or-later
benchmark,Apache-2.0
benzene,GPL-2.0-or-later
bespokesynth,GPL-3.0-or-later
bettercap,GPL-3.0-only
bettercap-caplets,GPL3
bfs,0BSD
bftpd,GPL-2.0-only
biber,Artistic-2.0
biblesync,custom
bibletime,GPL2
biblioteca,GPL-3.0-only
bibtool,GPL2
bibutils,GPL2
bigloo,GPL
bigloo,LGPL
bigsh0t,GPL-2.0-only
binary,GPL-3.0-or-later
binaryen,MIT
bind,MPL2
bingrep,MIT
binocle,MIT
binocle,Apache
binsider,MIT
binsider,Apache-2.0
binwalk,MIT
biodiff,MIT
bird,GPL-2.0-or-later
birdfont,GPL-3.0-only
bitcoin-daemon,MIT
bitcoin-qt,MIT
bitcoin-tx,MIT
bitsery,MIT
bitwarden,GPL-3.0-only
bitwarden-cli,GPL3
black-hole-solver,MIT
blackbox,MIT
blackmagic,GPL
bladerf,GPL2
blanket,GPL-3.0-or-later
blas,custom
blas-openblas,BSD
blas64,custom
blas64-openblas,BSD
blaze,BSD-3-Clause
bleachbit,GPL3
blender,Apache-2.0
blender,BSD-2-Clause
blender,BSD-3-Clause
blender,GPL-2.0-or-later
blender,GPL-3.0-or-later
blender,LGPL-2.1-or-later
blender,MIT
blender,MPL-2.0
blender,Zlib
blendr,BSD-3-Clause
bless,GPL
blinken,GPL-2.0-or-later
blinken,LGPL-2.0-or-later
blinksocks,Apache
blisp,MIT
bliss,GPL-3.0-only
bloaty,Apache-2.0
blobby2,GPL
blobwars,GPL
blobwars-data,GPL
blop,GPL
blop.lv2,GPL3
blosc,BSD-3-Clause
blosc2,BSD-3-Clause
blueberry,GPL
bluedevil,GPL-2.0-or-later
bluefish,GPL3
blueman,GPL-3.0-or-later
blueprint-compiler,LGPL-3.0-or-later
bluez,GPL-2.0-only
bluez-cups,GPL-2.0-only
bluez-deprecated-tools,GPL-2.0-only
bluez-hid2hci,GPL-2.0-only
bluez-libs,LGPL-2.1-only
bluez-mesh,GPL-2.0-only
bluez-obex,GPL-2.0-only
bluez-qt,LGPL-2.0-only
bluez-qt,LGPL-3.0-only
bluez-qt5,GPL2
bluez-tools,GPL
bluez-utils,GPL-2.0-only
blur-effect,GPL3
blurble,GPL-3.0-or-later
bmake,BSD-3-Clause
bmkdep,BSD
bmon,MIT
bmon,BSD
bmusb,GPL2
bnfc,GPL2
bob,MIT
bogofilter-db,GPL-2.0-or-later
bogofilter-kyotocabinet,GPL-2.0-or-later
bogofilter-lmdb,GPL-2.0-or-later
bogofilter-sqlite,GPL-2.0-or-later
boinc,LGPL
boinc-nox,LGPL
boinctui,GPL
bolt,LGPL-2.1-or-later
bomber,GPL-2.0-or-later
bomber,LGPL-2.0-or-later
bonnie++,GPL
bonzomatic,Unlicense
bookworm,GPL3
boost,BSL-1.0
boost-libs,BSL-1.0
booster,MIT
bootconfig,GPL-2.0-only
bore,MIT
borg,BSD
borgmatic,GPL-3.0-or-later
botan,BSD-2-Clause
botan2,BSD
bottom,MIT
bovo,GPL-2.0-or-later
bovo,LGPL-2.0-or-later
bower,MIT
box2d,MIT
boxed-cpp,Apache-2.0
boxxy,MIT
bpf,GPL-2.0-only
bpf-linker,Apache-2.0
bpf-linker,MIT
bpftop,Apache-2.0
bpftrace,Apache-2.0
bpython,MIT
bpytop,Apache
brasero,GPL
breeze,LGPL-2.0-or-later
breeze-grub,GPL-2.0-or-later
breeze-gtk,LGPL-2.0-or-later
breeze-icons,GPL-3.0-or-later
breeze-icons,LGPL-2.1-only
breeze-plymouth,LGPL-2.0-or-later
breeze5,LGPL-2.0-or-later
breezy,GPL-2.0-or-later
brial,GPL-2.0-or-later
bridge-utils,GPL
brightnessctl,MIT
brltty,LGPL-2.1-or-later
brltty-udev-generic,LGPL-2.1-or-later
broadcom-wl,custom
broadcom-wl-dkms,custom
brook,GPL
broot,MIT
browserify,MIT
browserify,BSD
browserpass,ISC
browserpass-chromium,ISC
browserpass-firefox,ISC
bsd-games,BSD
bsequencer,GPL3
bshapr,GPL3
bslizr,GPL3
bspwm,BSD-2-Clause
bt747,GPL
btfs,GPL
btop,Apache-2.0
btrbk,GPL3
btrfs-heatmap,MIT
bubblewrap,LGPL-2.0-or-later
bubblewrap-suid,LGPL-2.0-or-later
bucklespring,MIT
buckygen,GPL-3.0-or-later
buddy,custom
budgie-backgrounds,custom:CC0-1.0
budgie-control-center,GPL-2.0-or-later
budgie-desktop,GPL-2.0-only AND LGPL-2.1-only
budgie-desktop-view,Apache2.0
budgie-extras,GPL3
budgie-screensaver,GPL2
budgie-session,GPL-2.0-or-later
buf,Apache-2.0
bugstalker,MIT
bugzilla,custom:MPL2
buho,LGPL-3.0-only
build2,MIT
buildah,Apache
buildbot,GPL-2.0-only
buildbot-common,GPL-2.0-only
buildbot-docs,GPL-2.0-only
buildbot-worker,GPL-2.0-only
buildkit,Apache
bullet,custom:zlib
bullet-docs,custom:zlib
bullet-dp,custom:zlib
bully,GPL-3.0-or-later
bumblebee,GPL3
bup,GPL-2.0-only
bupstash,MIT
busted,MIT
bustle,LGPL-2.1-or-later
busybox,GPL
bwm-ng,GPL
byacc,custom
byobu,GPL-3.0-only
bzip3,LGPL3
bzip3,Apache
c-ares,MIT
c-xsc,GPL-2.0-or-later
c2hs,GPL2
c3c,LGPL-3.0-or-later
c3c,MIT
cabal-fmt,GPL
cabal-fmt,BSD
cabal-install,BSD-3-Clause
cabal-plan,GPL
cabextract,GPL
cacti,GPL-2.0-or-later
cadaver,GPL-2.0-only
caddy,Apache
cage,MIT
cairo,LGPL-2.1-only OR MPL-1.1
cairo-dock,GPL
cairo-dock-plug-ins,GPL
cairo-docs,LGPL-2.1-only OR MPL-1.1
cairo-perl,LGPL
cairomm,LGPL
cairomm,MPL
cairomm-1.16,LGPL
cairomm-1.16,MPL
cairomm-1.16-docs,LGPL
cairomm-1.16-docs,MPL
cairomm-docs,LGPL
cairomm-docs,MPL
caja,GPL-2.0-or-later AND LGPL-2.0-or-later
caja-actions,GPL-2.0-or-later AND LGPL-2.0-or-later
caja-audio-video-properties,GPL-2.0-or-later
caja-extensions-common,GPL-2.0-or-later
caja-image-converter,GPL-2.0-or-later
caja-open-terminal,GPL-2.0-or-later
caja-sendto,GPL-2.0-or-later
caja-share,GPL-2.0-or-later
caja-wallpaper,GPL-2.0-or-later
caja-xattr-tags,GPL-2.0-or-later
calc,GPL
calcurse,BSD
calendarsupport,LGPL-2.0-or-later
calf,LGPL2.1
calibre,GPL-3.0-only
caligula,GPL-3.0
calindori,GPL-2.0-or-later
calindori,LGPL-2.0-or-later
callaudiod,GPL3
calligra,GPL-2.0-only
calligra-plan,GPL-2.0-or-later
calligra-plan,LGPL-2.1-or-later
cameractrls,GPL3
camlp-streams,BSD
camlp5,BSD
cantarell-fonts,custom:SIL
canto-curses,GPL-2.0-only
canto-daemon,GPL-2.0-only
cantor,GPL-2.0-or-later
cantor,LGPL-2.0-or-later
caph,GPL
capitaine-cursors,LGPL3
capnet-assist,GPL3
capnproto,MIT
caps,GPL3
capstone,BSD-3-Clause
cardinal,Apache-2.0
cardinal,BSD-3-Clause
cardinal,CC0-1.0
cardinal,CC-BY-3.0
cardinal,CC-BY-4.0
cardinal,CC-BY-NC-4.0
cardinal,CC-BY-NC-ND-4.0
cardinal,CC-BY-NC-SA-4.0
cardinal,CC-BY-SA-4.0
cardinal,CC-BY-SA-3.0-DE
cardinal,EUPL-1.2
cardinal,GPL-2.0-or-later
cardinal,GPL-3.0-or-later
cardinal,ISC
cardinal,MIT
cardinal,OFL-1.1
cardinal,OFL-1.1-RFN
cardinal,OFL-1.1-no-RFN
cardinal,UFL-1.0
cardinal-clap,Apache-2.0
cardinal-clap,BSD-3-Clause
cardinal-clap,CC0-1.0
cardinal-clap,CC-BY-3.0
cardinal-clap,CC-BY-4.0
cardinal-clap,CC-BY-NC-4.0
cardinal-clap,CC-BY-NC-ND-4.0
cardinal-clap,CC-BY-NC-SA-4.0
cardinal-clap,CC-BY-SA-4.0
cardinal-clap,CC-BY-SA-3.0-DE
cardinal-clap,EUPL-1.2
cardinal-clap,GPL-2.0-or-later
cardinal-clap,GPL-3.0-or-later
cardinal-clap,ISC
cardinal-clap,MIT
cardinal-clap,OFL-1.1
cardinal-clap,OFL-1.1-RFN
cardinal-clap,OFL-1.1-no-RFN
cardinal-clap,UFL-1.0
cardinal-data,Apache-2.0
cardinal-data,BSD-3-Clause
cardinal-data,CC0-1.0
cardinal-data,CC-BY-3.0
cardinal-data,CC-BY-4.0
cardinal-data,CC-BY-NC-4.0
cardinal-data,CC-BY-NC-ND-4.0
cardinal-data,CC-BY-NC-SA-4.0
cardinal-data,CC-BY-SA-4.0
cardinal-data,CC-BY-SA-3.0-DE
cardinal-data,EUPL-1.2
cardinal-data,GPL-2.0-or-later
cardinal-data,GPL-3.0-or-later
cardinal-data,ISC
cardinal-data,MIT
cardinal-data,OFL-1.1
cardinal-data,OFL-1.1-RFN
cardinal-data,OFL-1.1-no-RFN
cardinal-data,UFL-1.0
cardinal-lv2,Apache-2.0
cardinal-lv2,BSD-3-Clause
cardinal-lv2,CC0-1.0
cardinal-lv2,CC-BY-3.0
cardinal-lv2,CC-BY-4.0
cardinal-lv2,CC-BY-NC-4.0
cardinal-lv2,CC-BY-NC-ND-4.0
cardinal-lv2,CC-BY-NC-SA-4.0
cardinal-lv2,CC-BY-SA-4.0
cardinal-lv2,CC-BY-SA-3.0-DE
cardinal-lv2,EUPL-1.2
cardinal-lv2,GPL-2.0-or-later
cardinal-lv2,GPL-3.0-or-later
cardinal-lv2,ISC
cardinal-lv2,MIT
cardinal-lv2,OFL-1.1
cardinal-lv2,OFL-1.1-RFN
cardinal-lv2,OFL-1.1-no-RFN
cardinal-lv2,UFL-1.0
cardinal-standalone,Apache-2.0
cardinal-standalone,BSD-3-Clause
cardinal-standalone,CC0-1.0
cardinal-standalone,CC-BY-3.0
cardinal-standalone,CC-BY-4.0
cardinal-standalone,CC-BY-NC-4.0
cardinal-standalone,CC-BY-NC-ND-4.0
cardinal-standalone,CC-BY-NC-SA-4.0
cardinal-standalone,CC-BY-SA-4.0
cardinal-standalone,CC-BY-SA-3.0-DE
cardinal-standalone,EUPL-1.2
cardinal-standalone,GPL-2.0-or-later
cardinal-standalone,GPL-3.0-or-later
cardinal-standalone,ISC
cardinal-standalone,MIT
cardinal-standalone,OFL-1.1
cardinal-standalone,OFL-1.1-RFN
cardinal-standalone,OFL-1.1-no-RFN
cardinal-standalone,UFL-1.0
cardinal-vst,Apache-2.0
cardinal-vst,BSD-3-Clause
cardinal-vst,CC0-1.0
cardinal-vst,CC-BY-3.0
cardinal-vst,CC-BY-4.0
cardinal-vst,CC-BY-NC-4.0
cardinal-vst,CC-BY-NC-ND-4.0
cardinal-vst,CC-BY-NC-SA-4.0
cardinal-vst,CC-BY-SA-4.0
cardinal-vst,CC-BY-SA-3.0-DE
cardinal-vst,EUPL-1.2
cardinal-vst,GPL-2.0-or-later
cardinal-vst,GPL-3.0-or-later
cardinal-vst,ISC
cardinal-vst,MIT
cardinal-vst,OFL-1.1
cardinal-vst,OFL-1.1-RFN
cardinal-vst,OFL-1.1-no-RFN
cardinal-vst,UFL-1.0
cardinal-vst3,Apache-2.0
cardinal-vst3,BSD-3-Clause
cardinal-vst3,CC0-1.0
cardinal-vst3,CC-BY-3.0
cardinal-vst3,CC-BY-4.0
cardinal-vst3,CC-BY-NC-4.0
cardinal-vst3,CC-BY-NC-ND-4.0
cardinal-vst3,CC-BY-NC-SA-4.0
cardinal-vst3,CC-BY-SA-4.0
cardinal-vst3,CC-BY-SA-3.0-DE
cardinal-vst3,EUPL-1.2
cardinal-vst3,GPL-2.0-or-later
cardinal-vst3,GPL-3.0-or-later
cardinal-vst3,ISC
cardinal-vst3,MIT
cardinal-vst3,OFL-1.1
cardinal-vst3,OFL-1.1-RFN
cardinal-vst3,OFL-1.1-no-RFN
cardinal-vst3,UFL-1.0
cargo-about,Apache-2.0
cargo-about,MIT
cargo-asm,MIT
cargo-asm,APACHE
cargo-audit,Apache-2.0
cargo-audit,MIT
cargo-auditable,Apache-2.0
cargo-auditable,MIT
cargo-binstall,GPL3
cargo-bloat,MIT
cargo-bundle-licenses,Apache
cargo-bundle-licenses,MIT
cargo-c,MIT
cargo-cache,MIT
cargo-cache,Apache-2.0
cargo-clone,Apache
cargo-clone,MIT
cargo-crev,MPL
cargo-crev,Apache
cargo-crev,MIT
cargo-cyclonedx,Apache-2.0
cargo-deb,MIT
cargo-debstatus,(MIT OR Apache-2.0) AND GPL-3.0-or-later
cargo-deny,MIT
cargo-deny,Apache-2.0
cargo-depgraph,GPL3
cargo-dist,Apache-2.0
cargo-dist,MIT
cargo-docs-rs,MIT
cargo-docs-rs,Apache-2.0
cargo-edit,MIT
cargo-edit,Apache-2.0
cargo-expand,MIT
cargo-expand,Apache-2.0
cargo-feature,MIT
cargo-flamegraph,MIT
cargo-flamegraph,Apache-2.0
cargo-fuzz,MIT
cargo-fuzz,Apache-2.0
cargo-geiger,MIT
cargo-geiger,Apache
cargo-generate,MIT
cargo-generate,Apache-2.0
cargo-generate-rpm,MIT
cargo-hack,MIT
cargo-hack,Apache-2.0
cargo-insta,Apache-2.0
cargo-license,MIT
cargo-llvm-cov,MIT
cargo-llvm-cov,Apache-2.0
cargo-machete,MIT
cargo-make,Apache-2.0
cargo-modules,MPL2
cargo-msrv,MIT
cargo-msrv,Apache-2.0
cargo-ndk,MIT
cargo-ndk,Apache-2.0
cargo-nextest,Apache-2.0
cargo-nextest,MIT
cargo-outdated,MIT
cargo-pgrx,MIT
cargo-public-api,MIT
cargo-rdme,MPL-2.0
cargo-release,Apache-2.0
cargo-release,MIT
cargo-run-bin,MIT
cargo-semver-checks,Apache-2.0
cargo-semver-checks,MIT
cargo-show-asm,Apache-2.0
cargo-show-asm,MIT
cargo-shuttle,Apache-2.0
cargo-sort,Apache-2.0
cargo-sort,MIT
cargo-spellcheck,MIT
cargo-spellcheck,Apache-2.0
cargo-supply-chain,Apache
cargo-supply-chain,MIT
cargo-supply-chain,ZLIB
cargo-sweep,MIT
cargo-tarpaulin,Apache-2.0
cargo-tarpaulin,MIT
cargo-tauri,MIT
cargo-tauri,Apache-2.0
cargo-udeps,MIT
cargo-udeps,Apache-2.0
cargo-update,MIT
cargo-watch,CC0-1.0
cargo-wizard,MIT
cargo-zigbuild,MIT
cargo2junit,MIT
caribou,LGPL
carla,GPL-2.0-or-later
cartridge-cli,BSD
cartridges,GPL-3.0-or-later
castget,GPL-2.0-or-later
castget,LGPL-2.1-or-later
castxml,Apache-2.0
casync,LGPL2.1
cataclysm-dda,CCPL
cataclysm-dda-tiles,CCPL
catatonit,GPL-2.0-or-later
catch2,BSL-1.0
catch2-v2,Boost
catdoc,GPL
catfish,GPL-2.0-or-later
catimg,MIT
cauchy,GPL-2.0-or-later
cbatticon,GPL2
cbindgen,MPL-2.0
cblas,custom
cblas64,custom
cbor-tool,BSD
ccache,GPL-3.0-or-later
ccd2iso,GPL
ccfits,custom
ccid,LGPL
ccid,GPL
cclive,AGPL3
ccls,Apache-2.0
cddlib,GPL-2.0-only
cdemu-client,GPL-2.0-or-later
cdemu-daemon,GPL-2.0-or-later
cdparanoia,GPL
cdrdao,GPL-2.0-or-later
cdrtools,GPL-2.0-or-later
cdrtools,LGPL-2.1-or-later
cdrtools,CDDL-1.0
celluloid,GPL3
cereal,BSD
ceres-solver,LGPL
cern-vdt,LGPL-3.0-or-later
certbot,Apache-2.0
certbot-apache,Apache-2.0
certbot-dns-cloudflare,Apache-2.0
certbot-dns-digitalocean,Apache-2.0
certbot-dns-dnsimple,Apache-2.0
certbot-dns-dnsmadeeasy,Apache-2.0
certbot-dns-gehirn,Apache-2.0
certbot-dns-google,Apache-2.0
certbot-dns-hetzner,Apache-2.0
certbot-dns-inwx,Apache
certbot-dns-linode,Apache-2.0
certbot-dns-luadns,Apache-2.0
certbot-dns-nsone,Apache-2.0
certbot-dns-ovh,Apache-2.0
certbot-dns-rfc2136,Apache-2.0
certbot-dns-route53,Apache-2.0
certbot-dns-sakuracloud,Apache-2.0
certbot-nginx,Apache-2.0
cervisia,GPL-2.0-or-later
cervisia,LGPL-2.0-or-later
cfitsio,LicenseRef-cfitsio
cfr,MIT
cfssl,BSD
cgal,GPL-3.0-or-later
cgal,LGPL-3.0-or-later
cgasm,GPL2
cgdb,GPL-2.0-or-later
cgit,GPL-2.0-only
cgit-aurweb,GPL-2.0-only
cgns,custom
cgrep,GPL2
chafa,LGPL-3.0-or-later
charm,MIT
chatblade,GPL-3.0-only
chatty,GPL-3.0-or-later
check,LGPL
check-docs,LGPL
check-jsonschema,Apache-2.0
check-sieve,MIT
checkbashisms,GPL-2.0-or-later
checksec,BSD-3-Clause
cheese,GPL-2.0-or-later AND CC-BY-SA-3.0
cherrytree,GPL-3.0-or-later
chess-clock,GPL-3.0-or-later
chess-tui,MIT
chewing-editor,GPL-2.0-or-later
chezmoi,MIT
chicken,BSD-3-Clause
chicken,GPL-2.0-or-later
chicken,custom:Public-Domain
chinese-calendar,GPL3
chitose,GPL-2.0-only
chmlib,LGPL
chntpw,GPL
chntpw,LGPL
choose,GPL-3.0-only
choria-io,Apache
chromaprint,LGPL2.1
chromaprint,MIT
chromium,BSD-3-Clause
chromium-bsu,custom:artistic
chrono-date,MIT
chrony,GPL-2.0-only
chrootuid,BSD
chrpath,GPL2
chuck,GPL
ciano,GPL3
cifs-utils,GPL-3.0-or-later
cilium-cli,APACHE
cimg,custom
cinnamon,GPL2
cinnamon-control-center,GPL
cinnamon-desktop,GPL
cinnamon-desktop,LGPL
cinnamon-menus,GPL
cinnamon-menus,LGPL
cinnamon-screensaver,GPL
cinnamon-session,GPL
cinnamon-session,LGPL
cinnamon-settings-daemon,GPL
cinnamon-translations,GPL2
citations,GPL-3.0-or-later
cjdns,GPL3
cjs,GPL
cjson,MIT
ckermit,custom
cksfv,GPL-2.0-or-later
cl-alexandria,MIT
cl-asdf-flv,custom:FSFAP
cl-babel,MIT
cl-bordeaux-threads,MIT
cl-cffi,MIT
cl-clx,custom
cl-fiveam,MIT
cl-flexi-streams,BSD
cl-global-vars,MIT
cl-hu-dwim-stefil,MIT
cl-json,MIT
cl-lift,MIT
cl-ppcre,BSD-2-Clause
cl-rt,MIT
cl-swank,MIT
cl-swank,GPL
cl-swank,LGPL
cl-swank,custom:LLGPL
cl-swank,custom:Public
cl-trivial-backtrace,MIT
cl-trivial-features,MIT
cl-trivial-garbage,custom:Public
cl-trivial-gray-streams,MIT
cl-unicode,BSD
clairvoyant,GPL-3.0-or-later
clamav,GPL-2.0-only
clamtk,GPL-1.0-or-later
clamtk,BSD-3-Clause
clang,Apache-2.0 WITH LLVM-exception
clang14,custom:Apache 2.0 with LLVM Exception
clanlib,custom:zlib
clap,MIT
clapper,GPL-3.0-or-later
clapper-docs,LGPL-2.1-or-later AND GPL-3.0-or-later
clash,GPL3
clash-ghc,BSD
claws-mail,GPL-3.0-or-later
clazy,GPL-2.0-or-later
clblast,Apache-2.0
clevis,GPL3
cli11,BSD-3-Clause
clinfo,custom:Public Domain
clipcat,GPL-3.0-only
clipgrab,GPL-3.0-only
cliphist,GPL3
clipmenu,custom:Public Domain
clipnotify,custom:Public Domain
cliquer,GPL-2.0-or-later
clisp,GPL
cln,GPL
cloc,GPL-2.0-or-later
clojure,EPL-1.0
clonezilla,GPL2
cloud-guest-utils,GPL-3.0-only
cloud-image-utils,GPL-3.0-only
cloud-init,GPL-3.0-only OR Apache-2.0
cloud-utils,GPL-3.0-only
cloudflared,Apache-2.0
clpeak,custom:unlicense
clthreads,LGPL2.1
clucene,Apache-2.0
clucene,LGPL-2.0-or-later
clusterssh,GPL
clutter,LGPL
clutter-gst,LGPL
clutter-gtk,LGPL
clxclient,LGPL2.1
cm256cc,GPL3
cmake,custom
cmark,BSD-2-Clause
cmark-gfm,custom:BSD2
cmatrix,GPL3
cmctl,Apache
cmocka,Apache
cmt,GPL2
cmus,GPL
cni-plugins,Apache-2.0
cobalt,MIT
cockatrice,GPL2
cockpit,LGPL-2.1-or-later
cockpit-files,LGPL-2.1-or-later
cockpit-machines,LGPL-2.1-or-later
cockpit-packagekit,LGPL-2.1-or-later
cockpit-podman,LGPL-2.1-or-later
cockpit-storaged,LGPL-2.1-or-later
cocogitto,MIT
code,MIT
codeblocks,GPL3
codec2,LGPL2.1
codespell,GPL-2.0-only
coeurl,MIT
coffeescript,MIT
cogl,GPL2
coin,BSD-3-Clause
coin-or-asl,MIT
coin-or-cbc,EPL-2.0
coin-or-cgl,EPL-2.0
coin-or-clp,EPL-2.0
coin-or-coinutils,EPL-2.0
coin-or-csdp,CPL-1.0
coin-or-data-sample,EPL-1.0
coin-or-lemon,BSD
coin-or-mp,EPL
coin-or-osi,EPL-2.0
collision,BSD-2-Clause
colord,GPL-2.0-or-later
colord-gtk,LGPL-2.1-or-later
colord-gtk-common,LGPL-2.1-or-later
colord-gtk4,LGPL-2.1-or-later
colord-kde,GPL-2.0-or-later
colord-sane,GPL-2.0-or-later
colordiff,GPL
colorgcc,GPL
colorhug-client,GPL2
comgr,NCSA
commit,GPL-3.0-or-later
committed,Apache-2.0
committed,MIT
communicator,LGPL-3.0-only
compface,MIT
compiler-rt,custom:Apache 2.0 with LLVM Exception
